OBJECTID,UTILITY_ID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,REGULATED,CNTRL_AREA,PLAN_AREA,HOLDING_CO,SUMMR_PEAK,WINTR_PEAK,SUMMER_CAP,WINTER_CAP,NET_GEN,PURCHASED,NET_EX,RETAIL_MWH,WSALE_MWH,TOTAL_MWH,TRANS_MWH,CUSTOMERS,YEAR,SHAPE__Area,SHAPE__Length
1408,27238,"SOUTHWEST ELECTRIC COOP, INC",NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census,http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,REGULATED,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,"SOUTHWEST ELECTRIC COOP, INC",155,180,-999999,-999999,-999999,581226,0,532950,-999999,581226,0,41168,2017,9191725900,565748.7355
1409,20574,WHITE RIVER VALLEY EL COOP INC,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,REGULATED,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,WHITE RIVER VALLEY EL COOP INC,184.2,213.5,-999999,-999999,-999999,737841,0,705081,-999999,737841,0,43837,2017,9007781942,438899.2424
1410,4524,"CRAWFORD ELECTRIC COOP, INC",NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,"CRAWFORD ELECTRIC COOP, INC",75.3,86.7,-999999,-999999,-999999,304456,0,285387,-999999,304456,0,19899,2017,8579520710,501487.3648
1411,15981,CITY OF RICHLAND - (MO),NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,CITY OF RICHLAND - (MO),-999999,-999999,-999999,-999999,-999999,-999999,-999999,16854,-999999,-999999,-999999,1049,2017,8436051108,481770.5089
1412,16751,THREE RIVERS ELECTRIC COOP,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,THREE RIVERS ELECTRIC COOP,92,93.8,-999999,-999999,-999999,394567,0,370965,-999999,394567,0,22527,2017,8410858733,472288.8031
1413,4063,CO-MO ELECTRIC COOP INC,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,CO-MO ELECTRIC COOP INC,116.9,129.2,-999999,-999999,-999999,438263,0,409390,-999999,438263,0,31426,2017,8179640164,503600.0149
1414,14288,OZARK ELECTRIC COOP INC - (MO),NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,OZARK ELECTRIC COOP INC - (MO),142,118.9,-999999,-999999,-999999,514301,0,471490,12121,514301,0,32990,2017,7786740781,499680.9384
1415,7720,"GRUNDY ELECTRIC COOP, INC",NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, EIA 861, TIGER/Line Shapefiles - U.S. Census,",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,"GRUNDY ELECTRIC COOP, INC",27,26.5,-999999,-999999,-999999,125433,0,117944,-999999,125433,0,6731,2017,7958361273,453476.362
1416,4675,CUIVRE RIVER ELECTRIC COOP INC,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,REGULATED,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,CUIVRE RIVER ELECTRIC COOP INC,322,331,-999999,-999999,-999999,1306364,0,1255956,-999999,1306364,0,64370,2017,7669862356,413050.234
1417,10603,"LACLEDE ELECTRIC COOP, INC",NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census,http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,REGULATED,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,"LACLEDE ELECTRIC COOP, INC",143.2,197.2,-999999,-999999,-999999,630563,0,589716,-999999,630563,0,36881,2017,7299890997,503173.9094
1418,16805,SEMO ELECTRIC COOPERATIVE,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,SEMO ELECTRIC COOPERATIVE,82.4,67.1,-999999,-999999,-999999,338155,0,311544,-999999,338155,0,15865,2017,7225041488,469926.6689
1419,3268,CENTRAL MISSOURI ELEC COOP INC,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles -http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,CENTRAL MISSOURI ELEC COOP INC,63,66,-999999,-999999,-999999,323467,0,309158,-999999,323467,0,10774,2017,7393925436,478697.3097
1420,18273,CITY OF SULLIVAN - (MO),NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,CITY OF SULLIVAN - (MO),22,22.2,-999999,-999999,-999999,113734,0,108709,-999999,113734,0,3871,2017,7038448936,469409.31
1421,12802,CITY OF MONROE CITY - (MO),109 SECOND STREET,MONROE CITY,MO,63456,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,CITY OF MONROE CITY - (MO),-999999,-999999,10,10.4,-999999,-999999,-999999,42826,-999999,-999999,-999999,1093,2017,6980034180,406640.3816
1422,1301,"BARTON COUNTY ELEC COOP, INC",NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,"BARTON COUNTY ELEC COOP, INC",38.1,30.2,-999999,-999999,-999999,153735,0,145477,-999999,153735,0,6563,2017,6723965544,369239.1202
1423,13690,NORTH CENTRAL MO ELEC COOP INC,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,NORTH CENTRAL MO ELEC COOP INC,39.8,33.6,-999999,-999999,-999999,189911,0,161190,23380,189911,0,4792,2017,6846199425,394650.9381
1424,10962,LEWIS COUNTY RURAL E C A,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,LEWIS COUNTY RURAL E C A,27.1,25.4,-999999,-999999,-999999,121800,0,110164,-999999,121800,0,7131,2017,6825416909,407897.6837
1425,20363,WEST CENTRAL ELECTRIC COOP INC - (MO),NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,WEST CENTRAL ELECTRIC COOP INC - (MO),60,74,-999999,-999999,-999999,252999,0,241760,-999999,252999,0,13908,2017,6453155811,366961.158
1426,4237,CONSOLIDATED ELECTRIC COOP,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,CONSOLIDATED ELECTRIC COOP,55.6,57.1,-999999,-999999,-999999,264640,0,241903,11393,264640,0,7980,2017,6084654607,459358.8311
1427,19158,TRI-COUNTY ELECTRIC COOP ASSN,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,TRI-COUNTY ELECTRIC COOP ASSN,21.1,21.2,-999999,-999999,-999999,93840,0,82453,2832,93840,0,6348,2017,5906433866,365607.2323
1428,15138,"PLATTE-CLAY ELECTRIC COOP, INC",NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,"PLATTE-CLAY ELECTRIC COOP, INC",139,123,-999999,-999999,-999999,607110,0,502783,80580,607110,0,24180,2017,5424396827,438900.2183
1429,3600,CITIZENS ELECTRIC CORPORATION - (MO),NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..","WABASH VALLEY POWER ASSOCIATION, INC.",CITIZENS ELECTRIC CORPORATION - (MO),261,250,-999999,-999999,-999999,1674060,0,1636683,395,1674060,0,27171,2017,5195882414,435213.352
1430,13520,"NEW-MAC ELECTRIC COOP, INC",NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,"NEW-MAC ELECTRIC COOP, INC",82.8,89.4,-999999,-999999,-999999,391757,0,371430,-999999,391757,0,17569,2017,5004818362,336371.332
1431,16511,SAC-OSAGE ELECTRIC COOP INC,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,SAC-OSAGE ELECTRIC COOP INC,38,43,-999999,-999999,-999999,144432,0,134362,-999999,144432,0,11075,2017,4951779116,428811.8117
1432,8896,CITY OF HOUSTON - (MO),NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,CITY OF HOUSTON - (MO),-999999,-999999,-999999,-999999,-999999,-999999,-999999,33404,-999999,-999999,-999999,1288,2017,4837492268,287613.4444
1433,2726,CITY OF CABOOL - (MO),NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,CITY OF CABOOL - (MO),-999999,-999999,-999999,-999999,-999999,-999999,-999999,38380,-999999,-999999,-999999,1028,2017,4837492268,287613.4444
1434,14712,PEMISCOT-DUNKLIN ELEC COOP INC,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,PEMISCOT-DUNKLIN ELEC COOP INC,51.2,36.8,-999999,-999999,-999999,161307,0,146718,-999999,161307,0,8696,2017,4389152516,368485.8262
1435,4160,CALLAWAY ELECTRIC COOPERATIVE,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,CALLAWAY ELECTRIC COOPERATIVE,50.7,59.3,-999999,-999999,-999999,218467,0,203928,-999999,218467,0,12985,2017,4202472616,340613.6559
1436,20827,CITY OF WINONA - (MO),NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,CITY OF WINONA - (MO),-999999,-999999,-999999,-999999,-999999,-999999,-999999,9576,-999999,-999999,-999999,668,2017,4100916335,294087.2927
1437,40382,CITY OF ROCKPORT - (MO),102 W CLAY,ROCKPORT,MO,64482,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,CITY OF ROCKPORT - (MO),-999999,-999999,-999999,-999999,-999999,-999999,-999999,10396,-999999,-999999,-999999,740,2017,4290191699,305345.6565
1438,942,ATCHISON-HOLT ELECTRIC COOP,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,ATCHISON-HOLT ELECTRIC COOP,17.2,15.1,-999999,-999999,-999999,88979,0,83215,-999999,88979,0,3856,2017,4252090337,341081.61
1439,13057,CITY OF MOUNTAIN VIEW - (MO),NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,CITY OF MOUNTAIN VIEW - (MO),-999999,-999999,-999999,-999999,-999999,-999999,-999999,30045,-999999,-999999,-999999,1421,2017,3754393472,256279.3866
1440,20739,CITY OF WILLOW SPRINGS - (MO),NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,CITY OF WILLOW SPRINGS - (MO),-999999,-999999,-999999,-999999,-999999,-999999,-999999,27397,-999999,-999999,-999999,1106,2017,3754393472,256279.3866
1441,2900,CITY OF CAMERON,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,CITY OF CAMERON,18.3,14.1,-999999,-999999,-999999,79973,0,77371,-999999,79973,0,3373,2017,3726461609,256863.7816
1442,15943,CITY OF RICH HILL - (MO),NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,NOT AVAILABLE,CITY OF RICH HILL - (MO),-999999,-999999,-999999,-999999,-999999,-999999,-999999,9221,-999999,-999999,-999999,727,2017,3581392091,295408.3014
1443,15672,RALLS COUNTY ELECTRIC COOP,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,RALLS COUNTY ELECTRIC COOP,26.5,26.6,-999999,-999999,-999999,104554,0,101289,-999999,104554,0,6197,2017,3628589586,269653.7442
1444,10538,CITY OF LA PLATA - (MO),101 SOUTH GEX,LA PLATA,MO,63549,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,NOT AVAILABLE,CITY OF LA PLATA - (MO),-999999,-999999,3.4,3.4,-999999,-999999,-999999,9148,-999999,-999999,-999999,745,2017,3572744753,249276.6959
1445,16560,CITY OF SALISBURY - (MO),128 WEST SECOND STREET,SALISBURY,MO,65281,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,NOT AVAILABLE,CITY OF SALISBURY - (MO),-999999,-999999,5.2,6,-999999,-999999,-999999,15436,-999999,-999999,-999999,985,2017,3342169105,304996.3685
1446,17312,CITY OF SLATER - (MO),NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,NOT AVAILABLE,CITY OF SLATER - (MO),-999999,-999999,-999999,-999999,-999999,-999999,-999999,21617,-999999,-999999,-999999,1075,2017,3306716807,280617.6196
1447,2001,BOONE ELECTRIC COOP,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2018-10-12T00:00:00.000Z,OTHER,2019-05-01T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,BOONE ELECTRIC COOP,139.5,125.1,-999999,-999999,-999999,557033,0,529808,-999999,557033,0,32084,2017,3261529565,318907.1043
