cwns_id,lat,lon,huc8,watershed,flow_mun_MGD,flow_ind_MGD,pop,flow_interpolated,discharge_method
6009021001,32.8053,-117.1356,18070304,San Diego,1.503686749914061,NA,12000,TRUE,Discharge To Another Facility
6009015003,32.7328,-116.9458,18070304,San Diego,1.3,NA,12000,FALSE,Spray Irrigation
2000102001,58.2868,-134.3826,19010301,Lynn Canal,1.503686749914061,NA,12000,TRUE,CSO Discharge
2000102001,58.2868,-134.3826,19010301,Lynn Canal,1.503686749914061,NA,12000,TRUE,Ocean Discharge
42007493001,40.1539,-74.985,2040202,Lower Delaware,1.5035614426849013,NA,11999,TRUE,Discharge To Another Facility
34002212001,40.2582,-74.2771,2040301,Mullica-Toms,1.5030602137682634,NA,11995,TRUE,Discharge To Another Facility
34006451001,39.8478,-75.1816,2040202,Lower Delaware,1.5023083703933064,NA,11989,TRUE,Discharge To Another Facility
29001028001,36.7219,-91.8267,11010010,Spring,1.4,0.7,11986,FALSE,Outfall To Surface Waters
17000213001,41.8233,-87.905,7120004,Des Plaines,1.501681834247509,NA,11984,TRUE,Discharge To Another Facility
17000213001,41.8233,-87.905,7120004,Des Plaines,1.501681834247509,NA,11984,TRUE,CSO Discharge
42003069001,39.9439,-76.7217,2050306,Lower Susquehanna,1.5004287619559138,NA,11974,TRUE,Discharge To Another Facility
29002023001,40.3306,-94.8257,10240013,One Hundred And Two,1.5001781474975948,NA,11972,TRUE,Outfall To Surface Waters
48004354010,32.9515,-96.4686,12030106,East Fork Trinity,0.6,NA,11950,FALSE,Outfall To Surface Waters
26003103002,47.1097,-88.5169,4020103,Keweenaw Peninsula,2.5,NA,11945,FALSE,Outfall To Surface Waters
29001017005,39.4269,-92.373,7110006,South Fork Salt,1.496794852310288,NA,11945,TRUE,Outfall To Surface Waters
17000664001,42.3417,-88.2607,7120006,Upper Fox,1.96,0.04,11928,FALSE,Outfall To Surface Waters
36005027001,44.864,-74.2976,4150307,English-Salmon,1.8,NA,11925,FALSE,Outfall To Surface Waters
51000217001,37.7592,-79.9956,2080201,Upper James,1.61,NA,11925,FALSE,Outfall To Surface Waters
39009072001,39.4391,-83.8513,5090202,Little Miami,1.73,0.24,11921,FALSE,Outfall To Surface Waters
53000605001,46.1361,-122.9014,17080005,Lower Cowlitz,1.4936621715813005,NA,11920,TRUE,Discharge To Another Facility
34001321001,40.7157,-74.4033,2030103,Hackensack-Passaic,0.397,NA,11907,FALSE,Outfall To Surface Waters
26003092001,46.4634,-90.1836,4020101,Black-Presque Isle,1.03,NA,11902,FALSE,Outfall To Surface Waters
42005242002,40.4915,-80.1509,5030101,Upper Ohio,1.75,NA,11900,FALSE,Outfall To Surface Waters
12000506009,26.4153,-81.4311,3090204,Big Cypress Swamp,1.6,NA,11900,FALSE,Spray Irrigation
36003084001,41.2042,-74.0167,2030101,Lower Hudson,1.491030719768951,NA,11899,TRUE,Discharge To Another Facility
42005091002,40.3242,-80.0372,5020005,Lower Monongahela,1.4909054125397914,NA,11898,TRUE,Discharge To Another Facility
26000344002,42.8056,-86.0847,4050002,Black-Macatawa,1.4905294908523128,NA,11895,TRUE,Discharge To Another Facility
12000136022,25.3206,-80.2794,3090203,Florida Bay-Florida Keys,1.4894017257898773,NA,11886,TRUE,Deep Well
17000566001,41.918,-87.8959,7120004,Des Plaines,1.4883992679566014,NA,11878,TRUE,Discharge To Another Facility
10000023006,39.4551,-75.6484,2040205,Brandywine-Christina,1.4881486534982824,NA,11876,TRUE,Discharge To Another Facility
27000081001,45.1047,-93.2083,7010206,Twin Cities,1.4877727318108038,NA,11873,TRUE,Discharge To Another Facility
17000626002,40.8822,-88.6277,7130002,Vermilion,1.4866449667483683,NA,11864,TRUE,Discharge To Another Facility
37000702001,35.5483,-77.0654,3020104,Pamlico,1.75,0.1,11860,FALSE,Outfall To Surface Waters
6005109001,37.5959,-120.8535,18040002,Middle San Joaquin-Lower Merced- Lower Stanislaus,2.02,NA,11859,FALSE,Spray Irrigation
40000015001,36.4425,-99.3658,11100301,Middle North Canadian,1.5,NA,11853,FALSE,Outfall To Surface Waters
40000015001,36.4425,-99.3658,11100301,Middle North Canadian,1.5,NA,11853,FALSE,Spray Irrigation
34002376001,40.3496,-74.0688,2030104,Sandy Hook-Staten Island,1.4841388221651781,NA,11844,TRUE,Discharge To Another Facility
51000002001,37.261,-81.2818,5050002,Middle New,2.2,1.3,11836,FALSE,Outfall To Surface Waters
4002104001,32.581,-111.3254,15050100,Middle Gila,1.4817579848111475,NA,11825,TRUE,Reuse: Irrigation
4002104001,32.581,-111.3254,15050100,Middle Gila,1.4817579848111475,NA,11825,TRUE,Spray Irrigation
22000810002,30.382,-90.0975,8090201,Liberty Bayou-Tchefuncta,1.4,NA,11818,FALSE,Outfall To Surface Waters
36006109001,44.9335,-74.8754,4150301,Upper St. Lawrence,2.108,NA,11809,FALSE,Outfall To Surface Waters
39001918001,40.2381,-81.8703,5040004,Muskingum,1.05,0.45,11800,FALSE,Outfall To Surface Waters
39000175001,41.4083,-82.239,4110001,Black-Rocky,2.1,NA,11797,FALSE,Outfall To Surface Waters
27000037001,45.0122,-92.9917,7010206,Twin Cities,1.4776228462488838,NA,11792,TRUE,Discharge To Another Facility
55008641001,42.7417,-88.2278,7120006,Upper Fox,1.05,NA,11790,FALSE,Outfall To Surface Waters
29001200001,39.0152,-94.1985,10300101,Lower Missouri-Crooked,1.4766203884156077,NA,11784,TRUE,Discharge To Another Facility
22020121904,30.4699,-90.0529,8090201,Liberty Bayou-Tchefuncta,1.6,NA,11774,FALSE,Outfall To Surface Waters
23000015001,43.6932,-70.3491,1060001,Presumpscot,1.4744901655198963,NA,11767,TRUE,CSO Discharge
23000015001,43.6932,-70.3491,1060001,Presumpscot,1.4744901655198963,NA,11767,TRUE,Discharge To Another Facility
39002919001,40.7229,-82.8131,5060001,Upper Scioto,2.21,0.32,11750,FALSE,Outfall To Surface Waters
12000142001,30.7367,-86.5947,3140103,Yellow,1.4723599426241847,NA,11750,TRUE,Spray Irrigation
55002840001,45.0978,-87.6221,4030108,Menominee,1.2,0.19,11749,FALSE,Outfall To Surface Waters
42000046002,40.1556,-75.2833,2040203,Schuylkill,1.4718587137075467,NA,11746,TRUE,Discharge To Another Facility
9000370001,41.3182,-73.0869,1100005,Housatonic,0.797,0.356,11741,FALSE,Outfall To Surface Waters
39008330001,41.2938,-80.845,5030103,Mahoning,1.4711068703325896,NA,11740,TRUE,Discharge To Another Facility
13000007001,33.5167,-84.3167,3070103,Upper Ocmulgee,1.469728490811835,NA,11729,TRUE,Discharge To Another Facility
34001105001,41.0398,-74.2853,2030103,Hackensack-Passaic,1.026,NA,11725,FALSE,Outfall To Surface Waters
28001100001,32.3996,-90.1343,3180002,Middle Pearl-Strong,1.4678488823744424,NA,11714,TRUE,Discharge To Another Facility
26003206001,44.2634,-85.3992,4060103,Manistee,2.18,NA,11707,FALSE,Outfall To Surface Waters
42008012021,39.987,-75.389,2040202,Lower Delaware,1.4660945811662094,NA,11700,TRUE,Discharge To Another Facility
12000187001,29.2448,-81.0341,3080101,Upper St. Johns,1.4660945811662094,NA,11700,TRUE,Outfall To Surface Waters
42000042001,40.2508,-75.2517,2040201,Crosswicks-Neshaminy,1.4650921233329333,NA,11692,TRUE,Discharge To Another Facility
26004004006,42.1342,-83.4747,4090005,Huron,1.4625859787497433,NA,11672,TRUE,Discharge To Another Facility
39007533001,41.3952,-81.676,4110002,Cuyahoga,1.4624606715205837,NA,11671,TRUE,Discharge To Another Facility
41000033001,44.7866,-122.8128,17090005,North Santiam,1.39,NA,11670,FALSE,Outfall To Surface Waters
6005284001,36.1367,-120.3424,18030012,Tulare-Buena Vista Lakes,0.875,NA,11668,FALSE,Spray Irrigation
22000005001,29.97,-92.1175,8080103,Vermilion,2,NA,11667,FALSE,Outfall To Surface Waters
27000002006,46.7214,-92.4592,4010202,Cloquet,1.4612075992289888,NA,11661,TRUE,Discharge To Another Facility
39002813001,40.0907,-83.0612,5060001,Upper Scioto,1.4604557558540316,NA,11655,TRUE,Discharge To Another Facility
55003796001,44.4167,-89.5667,7070003,Castle Rock,0.892,0.1,11651,FALSE,Outfall To Surface Waters
26000536001,42.5311,-83.1611,4090003,Clinton,1.4593279907915961,NA,11646,TRUE,Discharge To Another Facility
6003008001,37.0411,-122.0269,18060001,San Lorenzo-Soquel,0.48,0.07,11641,FALSE,Ocean Discharge
34001237001,40.8622,-74.0783,2030103,Hackensack-Passaic,1.458074918500001,NA,11636,TRUE,Discharge To Another Facility
42003042001,40.2448,-76.8991,2050306,Lower Susquehanna,1.66,NA,11631,FALSE,Outfall To Surface Waters
41000004001,45.3689,-122.6006,17090011,Clackamas,1.456821846208406,NA,11626,TRUE,Discharge To Another Facility
21000067001,37.4918,-82.5397,5070203,Lower Levisa,1.9,NA,11625,FALSE,Outfall To Surface Waters
34001033001,40.7837,-74.3703,2030103,Hackensack-Passaic,1.033,NA,11620,FALSE,Outfall To Surface Waters
6005126001,37.4983,-121.0953,18040002,Middle San Joaquin-Lower Merced- Lower Stanislaus,0.85,NA,11606,FALSE,Evaporation
21000298001,38.036,-85.5559,5140102,Salt,1.454065087166897,NA,11604,TRUE,Outfall To Surface Waters
25000062001,42.5862,-72.243,1080202,Miller,1.17,NA,11601,FALSE,Outfall To Surface Waters
48001233001,29.184,-96.2566,12100401,East Matagorda Bay,1.4,NA,11601,FALSE,Outfall To Surface Waters
33000086001,42.752,-71.2094,1070002,Merrimack,0.001,NA,11600,FALSE,Discharge To Another Facility
25000076001,41.6657,-70.3043,1090002,Cape Cod,1.4530626293336208,NA,11596,TRUE,Discharge To Groundwater
39001079001,41.4296,-81.6981,4110002,Cuyahoga,1.4519348642711853,NA,11587,TRUE,Discharge To Another Facility
39001079001,41.4296,-81.6981,4110002,Cuyahoga,1.4519348642711853,NA,11587,TRUE,Discharge To Another Facility
39007371001,40.5507,-84.3927,4100004,St. Marys,1.72,0.3,11584,FALSE,Outfall To Surface Waters
5000018002,33.2664,-93.265,11140203,Loggy Bayou,1.308,NA,11577,FALSE,Outfall To Surface Waters
25000048001,42.4304,-71.6811,1070004,Nashua,1.54,0.22,11563,FALSE,Outfall To Surface Waters
34007059001,39.9931,-74.7877,2040202,Lower Delaware,1.4480503401672407,NA,11556,TRUE,Discharge To Another Facility
26000572001,42.6908,-83.1361,4090003,Clinton,1.4477997257089217,NA,11554,TRUE,Discharge To Another Facility
21000025012,38.2256,-85.4731,5140102,Salt,3.4,NA,11550,FALSE,Outfall To Surface Waters
37002307001,35.26,-81.4453,3050105,Upper Broad,1.192,0.925,11549,FALSE,Outfall To Surface Waters
42005026001,40.1331,-79.8909,5020005,Lower Monongahela,1.5,NA,11543,FALSE,Outfall To Surface Waters
53000445001,48.8368,-122.5944,17110004,Nooksack,1.1,NA,11530,FALSE,Outfall To Surface Waters
36003181001,41.1641,-73.8621,2030101,Lower Hudson,1.4440405088341366,NA,11524,TRUE,Discharge To Another Facility
34001187002,40.8238,-73.9742,2030101,Lower Hudson,1.442662129313382,NA,11513,TRUE,Discharge To Another Facility
34001187001,40.813,-73.9813,2030103,Hackensack-Passaic,3,0.5,11513,FALSE,Outfall To Surface Waters
10000001007,38.7417,-75.1119,2040303,Chincoteague,2.7,NA,11510,FALSE,Spray Irrigation
36003100001,41.1129,-74.1577,2030103,Hackensack-Passaic,1.407,NA,11506,FALSE,Outfall To Surface Waters
72000002006,18.3058,-66.8845,21010001,Interior Puerto Rico,0.54,NA,11506,FALSE,Outfall To Surface Waters
37008603001,36.4767,-80.6019,3040101,Upper Yadkin,0.848,3.6,11500,FALSE,Outfall To Surface Waters
12000067001,27.7467,-82.7051,3100207,Crystal-Pithlachascotee,1.4410331353343084,NA,11500,TRUE,Discharge To Another Facility
22000395001,30.4807,-92.4253,8080201,Mermentau Headwaters,1.7,NA,11497,FALSE,Outfall To Surface Waters
9000690001,41.7947,-71.8847,1100001,Quinebaug,2.001,0.62,11490,FALSE,Outfall To Surface Waters
42002065001,41.2239,-75.9367,2050101,Upper Susquehanna,1.4395294485843944,NA,11488,TRUE,Discharge To Another Facility
34006225001,39.8887,-75.0534,2040202,Lower Delaware,1.4389029124385968,NA,11483,TRUE,Discharge To Another Facility
34006038001,39.8959,-75.1296,2040202,Lower Delaware,1.4387776052094372,NA,11482,TRUE,Discharge To Another Facility
55008940001,44.6356,-88.0498,4030103,Duck-Pensaukee,1.4386522979802778,NA,11481,TRUE,Discharge To Another Facility
55001950001,43.3108,-87.9557,4040003,Milwaukee,1.76,0.18,11481,FALSE,Outfall To Surface Waters
27000192001,44.8506,-93.7867,7020012,Lower Minnesota,1.4377751473761613,NA,11474,TRUE,Discharge To Another Facility
27000131001,44.8833,-93.1381,7010206,Twin Cities,1.4360208461679282,NA,11460,TRUE,Discharge To Another Facility
13000753002,33.3521,-84.5544,3130005,Upper Flint,1.33,NA,11458,FALSE,Outfall To Surface Waters
21000106001,36.7517,-88.6291,8010201,Bayou De Chien-Mayfield,1.6,NA,11442,FALSE,Outfall To Surface Waters
6001082001,38.5824,-122.8695,18010110,Russian,1.05,NA,11442,FALSE,Evaporation
53001000001,47.5467,-122.6112,17110019,Puget Sound,3.84,NA,11440,FALSE,Outfall To Surface Waters
28000590001,33.4214,-90.6445,8030207,Big Sunflower,0.599,0.24,11438,FALSE,Outfall To Surface Waters
55000930001,43.2894,-87.9748,4040003,Milwaukee,1.97,0.4,11436,FALSE,Outfall To Surface Waters
29001004001,38.837,-91.9313,10300102,Lower Missouri-Moreau,1.6,0.1,11431,FALSE,Outfall To Surface Waters
24000300281,39.6196,-77.8059,2070004,Conococheague-Opequon,1.166,NA,11423,FALSE,Outfall To Surface Waters
35000055001,32.714,-108.2481,13030202,Mimbres,1.21,NA,11421,FALSE,Outfall To Surface Waters
35000055001,32.714,-108.2481,13030202,Mimbres,1.21,NA,11421,FALSE,Spray Irrigation
37007606001,35.9182,-79.9681,3030003,Deep,1.4303820208557505,NA,11415,TRUE,Discharge To Another Facility
17000623002,41.3256,-89.1167,7130001,Lower Illinois-Senachwine Lake,1.4288783341058364,NA,11403,TRUE,Discharge To Another Facility
39000366001,41.4191,-82.3566,4120200,Lake Erie,1.2,NA,11400,FALSE,Outfall To Surface Waters
36004032001,42.6268,-73.7531,2020006,Middle Hudson,0.998,0.1,11400,FALSE,Outfall To Surface Waters
12000265001,28.7625,-81.68,3080102,Oklawaha,1.4285024124183578,NA,11400,TRUE,Reuse: Irrigation
12000265001,28.7625,-81.68,3080102,Oklawaha,1.4285024124183578,NA,11400,TRUE,Reuse: Groundwater Recharge
36006124001,43.2005,-75.7272,4140202,Oneida,1,NA,11396,FALSE,Outfall To Surface Waters
39002814001,39.5596,-84.303,5080002,Lower Great Miami,1.42800118350172,NA,11396,TRUE,Discharge To Another Facility
34001184001,40.8237,-74.3632,2030103,Hackensack-Passaic,1.4276252618142413,NA,11393,TRUE,Discharge To Another Facility
34006271001,39.7879,-75.3776,2040202,Lower Delaware,1.14,NA,11393,FALSE,Outfall To Surface Waters
6008012001,33.9314,-116.9872,18070105,Los Angeles,1.1,NA,11384,FALSE,Outfall To Surface Waters
6008012001,33.9314,-116.9872,18070105,Los Angeles,1.1,NA,11384,FALSE,Reuse: Irrigation
17000523001,42.4802,-88.0994,7120006,Upper Fox,0.82,0.05,11375,FALSE,Outfall To Surface Waters
42004026001,41.2276,-77.0457,2050206,Lower West Branch Susquehanna,2.2,0.4,11374,FALSE,Outfall To Surface Waters
37005501001,35.451,-81.2606,3050102,South Fork Catawba,1.1,2.08,11373,FALSE,Outfall To Surface Waters
49000051005,40.5069,-111.4125,16020203,Provo,1.4237407377102966,NA,11362,TRUE,Discharge To Another Facility
19000406001,41.3861,-93.5839,7100008,Lake Red Rock,0.96,NA,11340,FALSE,Outfall To Surface Waters
6003029002,36.6613,-121.6545,18060011,Alisal-Elkhorn Sloughs,1.4207333642104685,NA,11338,TRUE,Discharge To Another Facility
42007499001,40.15,-75.3297,2040203,Schuylkill,1.418853755773076,NA,11323,TRUE,Discharge To Another Facility
19000807001,43.1286,-95.1203,10230003,Little Sioux,1.48,0.75,11317,FALSE,Outfall To Surface Waters
48003032001,31.5058,-97.2047,12060202,Middle Brazos-Lake Whitney,1.417600683481481,NA,11313,TRUE,Discharge To Another Facility
22000645001,30.2341,-92.6346,8080201,Mermentau Headwaters,1.74,NA,11305,FALSE,Outfall To Surface Waters
27000027001,44.8478,-93.0425,7010206,Twin Cities,1.4162223039607265,NA,11302,TRUE,Discharge To Another Facility
26002167001,41.7747,-85.431,4050001,St. Joseph,0.61,0.54,11300,FALSE,Outfall To Surface Waters
47001475002,36.3842,-89.0178,8010202,Obion,5.024,NA,11300,FALSE,Outfall To Surface Waters
47001475002,36.3842,-89.0178,8010202,Obion,5.024,NA,11300,FALSE,Spray Irrigation
21000305001,37.5625,-85.2722,5140103,Rolling Fork,2.1,NA,11293,FALSE,Outfall To Surface Waters
41000153001,43.1396,-123.4018,17100302,South Umpqua,1,NA,11290,FALSE,Outfall To Surface Waters
37006301001,35.2,-79.4167,3040203,Lumber,1.4144680027524934,NA,11288,TRUE,Discharge To Another Facility
21000056006,38.9497,-84.37,5090201,Ohio Brush-Whiteoak,1.4134655449192173,NA,11280,TRUE,Outfall To Surface Waters
55003850001,43.3916,-87.8665,4030101,Manitowoc-Sheboygan,1.416,0.3,11272,FALSE,Outfall To Surface Waters
17001412001,41.9127,-89.07,7090005,Lower Rock,2.62,NA,11267,FALSE,Outfall To Surface Waters
17000628001,39.5564,-89.3336,7130007,South Fork Sangamon,1.409205099127794,NA,11246,TRUE,Discharge To Another Facility
34001089001,40.9811,-74.2826,2030103,Hackensack-Passaic,1.2,NA,11243,FALSE,Outfall To Surface Waters
25000085001,42.49,-71.2767,1070005,Concord,1.4083279485236775,NA,11239,TRUE,Discharge To Another Facility
48007123001,29.5784,-95.3623,12040205,Austin-Oyster,0.53,NA,11230,FALSE,Outfall To Surface Waters
21000341001,37.9875,-85.7208,5140102,Salt,1.9,0.3,11222,FALSE,Outfall To Surface Waters
26002007007,42.3172,-85.1406,4050003,Kalamazoo,1.4053205750238495,NA,11215,TRUE,Discharge To Another Facility
26000459001,42.6153,-82.542,4090001,St. Clair,1.38,NA,11209,FALSE,Outfall To Surface Waters
32000023001,39.5191,-119.7028,16050102,Truckee,30,NA,11201,FALSE,Outfall To Surface Waters
23000069002,43.5478,-70.3156,1060001,Presumpscot,0.96,0.03,11200,FALSE,Outfall To Surface Waters
33000076001,42.9958,-70.9461,1060003,Piscataqua-Salmon Falls,1.96,0.07,11200,FALSE,Outfall To Surface Waters
48007817001,30.1383,-95.2035,12040101,West Fork San Jacinto,0.59,NA,11200,FALSE,Outfall To Surface Waters
34006004001,39.869,-75.066,2040202,Lower Delaware,1.4025638159823404,NA,11193,TRUE,Discharge To Another Facility
55005070001,43.1897,-89.4542,7090001,Upper Rock,1.4023132015240214,NA,11191,TRUE,Discharge To Another Facility
17000211001,41.9563,-87.8692,7120004,Des Plaines,1.4020625870657024,NA,11189,TRUE,Discharge To Another Facility
17000211001,41.9563,-87.8692,7120004,Des Plaines,1.4020625870657024,NA,11189,TRUE,CSO Discharge
36009079001,42.9,-78.6722,4120103,Buffalo-Eighteenmile,1.4019372798365428,NA,11188,TRUE,Discharge To Another Facility
42001061002,40.3197,-75.6011,2040203,Schuylkill,1.661,NA,11185,FALSE,Outfall To Surface Waters
42000023012,39.8833,-75.3667,2040202,Lower Delaware,1.4008095147741073,NA,11179,TRUE,Discharge To Another Facility
17000724001,41.4819,-87.7238,7120003,Chicago,1.4004335930866287,NA,11176,TRUE,Discharge To Another Facility
18005232001,37.9534,-86.7753,5140201,Lower Ohio-Little Pigeon,1.5,NA,11175,FALSE,Outfall To Surface Waters
6005347001,35.1489,-119.4264,18030012,Tulare-Buena Vista Lakes,0.88,0.05,11173,FALSE,Outfall To Surface Waters
6005347001,35.1489,-119.4264,18030012,Tulare-Buena Vista Lakes,0.88,0.05,11173,FALSE,Spray Irrigation
19000304001,40.6225,-91.3334,7080104,Flint-Henderson,1.13,1.4,11168,FALSE,Outfall To Surface Waters
56000054001,43.02,-108.3587,10080001,Upper Wind,1.8,NA,11150,FALSE,Spray Irrigation
56000054001,43.02,-108.3587,10080001,Upper Wind,1.8,NA,11150,FALSE,Outfall To Surface Waters
25000081001,41.9593,-71.3058,1090004,Narragansett,1.3966743762118436,NA,11146,TRUE,Outfall To Surface Waters
18000101001,41.3773,-87.4448,7120001,Kankakee,1.3954213039202485,NA,11136,TRUE,Discharge To Another Facility
42005037001,40.5939,-80.2632,5030101,Upper Ohio,1.25,NA,11130,FALSE,Outfall To Surface Waters
42004034001,41.1557,-77.0142,2050206,Lower West Branch Susquehanna,1.394544153316132,NA,11129,TRUE,Discharge To Another Facility
34001218001,40.9614,-74.1288,2030103,Hackensack-Passaic,1.393541695482856,NA,11121,TRUE,Discharge To Another Facility
34004096001,39.3302,-74.5957,2040302,Great Egg Harbor,1.3934163882536965,NA,11120,TRUE,Discharge To Another Facility
34001438001,41.0282,-74.2963,2030103,Hackensack-Passaic,1.39253923764958,NA,11113,TRUE,Discharge To Another Facility
37006005001,35.4804,-80.8686,3050101,Upper Catawba,1.3914114725871445,NA,11104,TRUE,Discharge To Another Facility
17000592001,41.5062,-87.6132,7120003,Chicago,1.391035550899666,NA,11101,TRUE,Discharge To Another Facility
6002176001,37.8243,-122.2332,18050004,San Francisco Bay,1.3909102436705063,NA,11100,TRUE,Discharge To Another Facility
20000106001,37.0431,-97.0253,11030013,Middle Arkansas-Slate,1.11,0.47,11100,FALSE,Outfall To Surface Waters
44000007001,41.9856,-71.4719,1090004,Narragansett,1.3900330930663898,NA,11093,TRUE,Discharge To Another Facility
17000704001,41.7955,-87.9778,7120004,Des Plaines,1.3895318641497518,NA,11089,TRUE,Discharge To Another Facility
5000001009,34.8206,-92.4876,11110207,Lower Arkansas-Maumelle,1.777,NA,11089,FALSE,Outfall To Surface Waters
55002630001,44.2797,-88.3058,4030204,Lower Fox,1.3865244906499237,NA,11065,TRUE,Discharge To Another Facility
42007494004,40.1533,-75.2015,2040203,Schuylkill,0.617,NA,11059,FALSE,Outfall To Surface Waters
51000130001,36.671,-80.9326,5050001,Upper New,1.2,0.4,11056,FALSE,Outfall To Surface Waters
34001374001,41.0583,-74.1442,2030103,Hackensack-Passaic,1.3851461111291692,NA,11054,TRUE,Discharge To Another Facility
42000076001,40.0333,-75.7167,2040205,Brandywine-Christina,1.3848954966708502,NA,11052,TRUE,Discharge To Another Facility
26000505002,42.6644,-82.8333,4090002,Lake St. Clair,1.384394267754212,NA,11048,TRUE,Discharge To Another Facility
39007784001,38.4203,-82.5907,5090101,Raccoon-Symmes,1.25,NA,11047,FALSE,Outfall To Surface Waters
25000188001,41.2422,-70.1052,1090002,Cape Cod,1.38,NA,11036,FALSE,Discharge To Groundwater
41000071001,44.549,-122.8899,17090003,Upper Willamette,2.1,NA,11030,FALSE,Outfall To Surface Waters
29001016001,39.1822,-91.8716,7110006,South Fork Salt,1.39,0.5,11020,FALSE,Outfall To Surface Waters
55003150001,42.5993,-89.6684,7090003,Pecatonica,1.6,0.5,11015,FALSE,Outfall To Surface Waters
20000954001,37.3116,-95.2425,11070205,Middle Neosho,1.105,0.3,11011,FALSE,Outfall To Surface Waters
42001039001,40.5394,-75.4967,2040106,Lehigh,1.3796325930461508,NA,11010,TRUE,Discharge To Another Facility
51001400001,37.2392,-76.7397,2080206,Lower James,1.378880749671194,NA,11004,TRUE,Discharge To Another Facility
53000018002,47.8725,-122.2903,17110019,Puget Sound,1.3787554424420343,NA,11003,TRUE,Discharge To Another Facility
1000312001,33.5772,-86.512200000000007,3150202,Cahaba,0.25,NA,11000,FALSE,Outfall To Surface Waters
54005407001,39.275,-81.5625,5030202,Upper Ohio-Shade,1.378379520754556,NA,11000,TRUE,Discharge To Another Facility
42005034001,40.35,-80.0083,5020005,Lower Monongahela,1.378379520754556,NA,11000,TRUE,Discharge To Another Facility
39001650001,39.8619,-84.3631,5080002,Lower Great Miami,1.378379520754556,NA,11000,TRUE,Discharge To Another Facility
17000154001,41.5144,-87.9664,7120004,Des Plaines,0.58,NA,11000,FALSE,Outfall To Surface Waters
36005077001,42.9375,-73.7969,2020003,Hudson-Hoosic,1.378379520754556,NA,11000,TRUE,Discharge To Another Facility
42001210001,40.1514,-76.2511,2050306,Lower Susquehanna,1.378379520754556,NA,11000,TRUE,Discharge To Another Facility
24000016001,39.5314,-76.0986,2060003,Gunpowder-Patapsco,1.25,0.18,11000,FALSE,Outfall To Surface Waters
24000016001,39.5314,-76.0986,2060003,Gunpowder-Patapsco,1.25,0.18,11000,FALSE,Spray Irrigation
12000121001,28.8588,-81.6759,3080102,Oklawaha,1.22,NA,11000,FALSE,Spray Irrigation
12000200001,30.3256,-85.647,3140101,St. Andrew-St. Joseph Bays,1.378379520754556,NA,11000,TRUE,Reuse: Groundwater Recharge
22000325001,30.7821,-93.2788,8080203,Upper Calcasieu,2.2,NA,11000,FALSE,Outfall To Surface Waters
32000201211,38.8881,-119.7414,16050201,Upper Carson,1.378379520754556,NA,11000,TRUE,Discharge To Another Facility
48004040001,32.8833,-96.6,12030106,East Fork Trinity,1.378379520754556,NA,11000,TRUE,Discharge To Another Facility
48008121001,29.5669,-98.3456,12100301,Upper San Antonio,1.378379520754556,NA,11000,TRUE,Discharge To Another Facility
35000107001,35.9906,-106.0791,13020101,Upper Rio Grande,1.378379520754556,NA,11000,TRUE,Discharge To Groundwater
6005257001,39.0954,-121.5852,18020159,Honcut Creek-Lower Feather River,0.97,NA,11000,FALSE,Outfall To Surface Waters
24000005003,39.367,-76.94,2060003,Gunpowder-Patapsco,2.509,NA,10998,FALSE,Outfall To Surface Waters
26000471001,42.6513,-83.754,4080203,Shiawassee,0.58,NA,10996,FALSE,Outfall To Surface Waters
29002119003,37.1439,-94.4629,11070207,Spring,1.3778782918379178,NA,10996,TRUE,Discharge To Another Facility
29002087001,36.8933,-94.3736,11070207,Spring,1.17,0.5,10991,FALSE,Outfall To Surface Waters
34001455001,40.8962,-74.2006,2030103,Hackensack-Passaic,1.3767505267754823,NA,10987,TRUE,Discharge To Another Facility
26002012002,43.5836,-84.7836,4080201,Tittabawassee,1.3753721472547278,NA,10976,TRUE,Discharge To Another Facility
13000204001,33.1884,-84.2243,3130005,Upper Flint,1.3752468400255682,NA,10975,TRUE,Outfall To Surface Waters
42003019001,39.8284,-77.2175,2070009,Monocacy,1.91,0.01,10972,FALSE,Outfall To Surface Waters
16000012001,43.6222,-116.2372,17050114,Lower Boise,1.3748709183380896,NA,10972,TRUE,Discharge To Another Facility
48001040001,31.585,-106.2722,13040100,Rio Grande-Fort Quitman,1.3733672315881758,NA,10960,TRUE,Discharge To Another Facility
42002071001,41.2047,-76.0053,2050106,Upper Susquehanna-Tunkhannock,1.3727406954423782,NA,10955,TRUE,Discharge To Another Facility
9000641002,41.891,-72.6699,1080207,Farmington,1.741,0.1,10950,FALSE,Outfall To Surface Waters
53001185001,47.5404,-121.8311,17110010,Snoqualmie,0.34,NA,10950,FALSE,Outfall To Surface Waters
25000018001,42.1078,-70.8997,1090002,Cape Cod,1.27,0.05,10946,FALSE,Outfall To Surface Waters
25000097001,42.0885,-70.6447,1090002,Cape Cod,1.3712370086924641,NA,10943,TRUE,Outfall To Surface Waters
42005121001,40.635,-79.7142,5010006,Middle Allegheny-Redbank,1.3701092436300286,NA,10934,TRUE,Discharge To Another Facility
51000303001,37.2706,-76.7078,2080206,Lower James,1.3693574002550715,NA,10928,TRUE,Discharge To Another Facility
37004901002,35.7375,-80.84,3040102,South Yadkin,0.16,0.8,10922,FALSE,Outfall To Surface Waters
